ImageNumber,resource,OrderNumber,Title,VUtemp_ImageTitle,VUtemp_keywords,TitleLargerEntity,LocationCountry,Description,Culture,StylePeriod,DateCreation,CreatorArtist,Technique,Material,MeasurementDimension,LocationCurrentSite,Notes,DateCreated,DateUpdated,StaffNotes,DateDigitized,SourcePage,Fig. No,SourceTitle,SourceAuthor,CopyrightStatement,SourceCallNo,SourceISBN,SourcePubYear,SourcePubCity,SourcePublisher,PubVolume,PubIssue,MDID_Source,LocationCreationSite,MDID_Location,MDID_title,
60611,60611,2065,Florentine Codex,"Spanish conquest of Mexico led by Cortés: decimation of the local Aztec population by the spread of diseases, probably typhoid fever and smallpox, brought over by the Europeans",,,Mexico,Codex Florentinus,Aztec,Mesoamerican,1575-1577,unknown,illumination (image-making process),bark cloth; pigment,31.8 x 21 cm,"Biblioteca Medicea Laurenziana, Mediceo Palatino 220, fol. 460v, Florence, Italy",,40568,,,40574,61,,The World of the Aztecs,,© 2007 Mandragora,F1219.56.C7532 W675 2007,978-88-7461-102-7,2007,"Florence, Italy",Mandragora s.r.l.,,,,"Tlatelolco, Mexico City",,,
60612,60612,2066,Codex Boturini,"The Aztecs leave Aztlan and encounter Huitzilopochtli, their tutelary god, in Teochulhuacan",,,Mexico,Codex Boturini also known as the Migration Scroll (la Tira de la Peregrinación),Aztec,Mesoamerican,ca. 1400,unknown,illumination (image-making process),bark cloth; ink,"approximately 19 cm tall and 549 cm long, folded accordion fashion into pages averaging about 24 cm across","Museo Nacional de Antropologia, Mexico City",,40568,,,40574,6,T,The Aztec World,,© 2008 Elizabeth M. Brumfiel and Gary M. Feinman,F1219.73.A98 2008,978-0-8109-7278-0,2008,"New York, New York","Harry N. Abrams, Inc.",,,,"Central Mexico, probably Mexico City (Tenochtitlan)",,,
60613,60613,2066,Codex Boturini,"Four priests lead the Aztecs on their migration, with the lead priest carrying their god Huitzilopochtli on his back",,,Mexico,Codex Boturini also known as the Migration Scroll (la Tira de la Peregrinación),Aztec,Mesoamerican,ca. 1400,unknown,illumination (image-making process),bark cloth; ink,"approximately 19 cm tall and 549 cm long, folded accordion fashion into pages averaging about 24 cm across","Museo Nacional de Antropologia, Mexico City",,40568,,,40574,6,B,The Aztec World,,© 2008 Elizabeth M. Brumfiel and Gary M. Feinman,F1219.73.A98 2008,978-0-8109-7278-0,2008,"New York, New York","Harry N. Abrams, Inc.",,,,"Central Mexico, probably Mexico City (Tenochtitlan)",,,
60614,60614,2066,Codex Tepetlaoztoc (Tepetlaoxtoc),"Four nobles of the royal house of Tepetlaoztoc, their lands, their macehuallis, and their tribute",,,Mexico,,Aztec,Mesoamerican,1555-1556,unknown,illumination (image-making process),bark cloth; pigment,,"British Museum, London",,40568,, ,40574,16,,The Aztec World,,© 2008 Elizabeth M. Brumfiel and Gary M. Feinman,F1219.73.A98 2008,978-0-8109-7278-0,2008,"New York, New York","Harry N. Abrams, Inc.",,,,"Tepetlaoztoc (Tepetlaoxtoc), Central Mexico ",,,
60615,60615,2066,Codex Mendoza,Tribute to Tenochtitlan from the imperial province of Tepecuacuilco,,,Mexico,,Aztec,Mesoamerican,1541-1542,unknown,illumination (image-making process),bark cloth; pigment,32.7 x 22.9 cm,"Oxford, Bodleian Library, MS. Arch. Selden. A.1., fol. 37r",,40568,,,40574,17,,The Aztec World,,© 2008 Elizabeth M. Brumfiel and Gary M. Feinman,F1219.73.A98 2008,978-0-8109-7278-0,2008,"New York, New York","Harry N. Abrams, Inc.",,,,"Province of Tepequacuilco, Central Mexico",,,
60616,60616,2067, Consume,,,,United States,,American,Contemporary,1998,"Walker, Kara Elizabeth",installations (visual works),paper (fiber product); adhesive,175.3 x 81.3 cm,"Courtesy of the artist and Sikkema Jenkins & Co., New York",,40570,,,40575,,,"digital image from Sikkema Jenkins & Co., New York",,© Kara Walker,,,,,,,,,United States,,,
60617,60617,2067,Before the Battle (Chickin' Dumplin'),,,,United States,,American,Contemporary,1995,"Walker, Kara Elizabeth",collage (technique),paper (fiber product); adhesive; canvas,122.6 x 137.2 cm,"Courtesy of the artist and Sikkema Jenkins & Co., New York",,40570,,,40575,,,"digital image from Sikkema Jenkins & Co., New York",,© Kara Walker,,,,,,,,,United States,,,
60618,60618,2067,John Brown,,,,United States,,American,Contemporary,1996,"Walker, Kara Elizabeth",painting (image-making),gouache (paint); paper (fiber product),165 x 130.8,"Courtesy of the artist and Sikkema Jenkins & Co., New York",,40570,,,40575,,,"digital image from Sikkema Jenkins & Co., New York",,© Kara Walker,,,,,,,,,United States,,,
60619,60619,2067,Negress Notes,Drawing from Negress Notes,,,United States,drawing dimensions 22.9 x 15.2 cm; installation: dimensions variable,American,Contemporary,1995,"Walker, Kara Elizabeth",installations (visual works); collage (technique),ink; gouache (paint); watercolor (paint); paper (fiber product); adhesive,,"Courtesy of the artist and Sikkema Jenkins & Co., New York",,40570,,,40575,,,"digital image from Sikkema Jenkins & Co., New York",,© Kara Walker,,,,,,,,,United States,,,
60620,60620,2068,,,,,,,,,,,,,,,,40575,,,40575,52,,Marble Queens & Captives,Joy S. Kasson,©1990 by Yale University,,0-300-04596-4,1990,"New Haven, Connecticut",Yale University Press,,,,,,,
60621,60621,2068,,,,,,,,,,,,,,,,40575,,,40575,70,,Marble Queens & Captives,Joy S. Kasson,©1990 by Yale University,,0-300-04596-4,1990,"New Haven, Connecticut",Yale University Press,,,,,,,
60622,60622,2068,,,,,,,,,,,,,,,,40575,,,40575,71,,Marble Queens & Captives,Joy S. Kasson,©1990 by Yale University,,0-300-04596-4,1990,"New Haven, Connecticut",Yale University Press,,,,,,,
60623,60623,2068,,,,,,,,,,,,,,,,40575,,,40575,90,,Marble Queens & Captives,Joy S. Kasson,©1990 by Yale University,,0-300-04596-4,1990,"New Haven, Connecticut",Yale University Press,,,,,,,
60624,60624,2069,,,,,,,,,,,,,,,,40575,,,40575,50,,The American Art Journal,,© 2010 Smithsonian Institution,,,2010,"Chicago, Illinois ",The University of Chicago Press,24,1,,,,,
60625,60625,2069,,,,,,,,,,,,,,,,40575,,,40575,55,,The American Art Journal,,© 2010 Smithsonian Institution,,,2010,"Chicago, Illinois",The University of Chicago Press,24,1,,,,,
60626,60626,2070,,,,,,,,,,,,,,,,40575,,,40575,33,,The American Art Journal,,© 1982 Smithsonian Institution,,,1982,"Chicago, Illinois",The University of Chicago Press,,,,,,,
60627,60627,2071,Octaroon,,,,United Kingdom,,British,Neoclassical,ca. 1868,"Bell, John (1811-1895)",sculpture (visual work),marble (rock),h. 159.6 cm,"Blackburn Museum and Art Gallery, Blackburn, United Kingdom",,40575,,,40575,106,,The Color of Stone: Sculpting the Black Female Subject in Nineteenth-Century America,"Nelson, Charmaine A.",© 2007 by the Regents of the University of Minnesota,,978-0-8166-4650-0,2007,"Minneapolis, Minnesota",University of Minnesota Press,,,,,,,
60628,60628,2071,L'emancipazione dalla schiavitu/La schiava,,,,Italy,,Italian,Neoclassical,1877,"Ginotti, Giacomo",sculpture (visual work),marble (rock),h. 155 cm,"Ministero per i Beni e le Attivita culturali, Naples, Italy",,40575,,,40575,107,,The Color of Stone: Sculpting the Black Female Subject in Nineteenth-Century America,"Nelson, Charmaine A.",© 2007 by the Regents of the University of Minnesota,,978-0-8166-4650-0,2007,"Minneapolis, Minnesota",University of Minnesota Press,,,,,,,
60629,60629,2072,The Cambrai Madonna (Notre-Dame de Grâce),,,,France,Tempera on cedar panel,French,Italo-Byzantine,ca. 1340,unknown,painting (image-making),tempera; panels (wood); cedar (wood),35.5 x 26.5 cm,"Cathedrale de Cambrai, France",,40575,,,40576,583,,Byzantium: Faith and Power,Destinations & Adventures International,"© 2004 Metropolitan Museum of Art, New York",,1-58839-113-2,2004,"New York, New York","Metropolitan Museum of Art, New York",,,,Italy,,,
60630,60630,2073,Travel guide pointing to Egyptian sunken relief,,,,Egypt (ancient),,Egyptian (ancient),New Kingdom (Egyptian),ca. 1540-1075 BCE ,unknown,reliefs (sculptures),stone (rock),,Egypt,,40578,,,40581,11,,Destinations & Adventures International,Destinations & Adventures International,© 2011 Destinations & Adventures International,,,2011,"Beverly Hills, California",Destinations & Adventures International,,,,Egypt,,,
60631,60631,2073,"Al-Khazneh (""Treasury"")",View of facade of two-story rock-cut tomb,,,Jordan,,Arabian (culture),Nabatean,100 BCE to 200 CE,unknown,construction (assembly),,h. 43 m; w. 28 m,"Petra, Jordan",,40578,,,40581,43,,Destinations & Adventures International,Destinations & Adventures International,© 2011 Destinations & Adventures International,,,2011,"Beverly Hills, California",Destinations & Adventures International,,,,"Petra, Jordan",,,
60632,60632,2073,Great Sphinx,Profile view of head,,,Egypt (ancient),Old Kingdom (Egyptian),Egyptian (ancient),Fourth Dynasty,ca. 2520-2494 BCE,unknown,sculpture (visual work),sandstone,,"Giza, Egypt",,40578,,,40581,46,,Destinations & Adventures International,Destinations & Adventures International,© 2011 Destinations & Adventures International,,,2011,"Beverly Hills, California",Destinations & Adventures International,,,,"Giza, Egypt",,,
60633,60633,2074,Historic Tibet,"Map of ""Historic Tibet"" ",,,,,,,,,cartography,maps,,,,40581,,,40581,Back Map,,Holy Madness: Portraits of Tantric Siddhas,"Linrothe, Rob",© 2006 Rubin Museum of Art,,978-1-932476-26-2,2006,"New York, New York",Rubin Museum of Art,,,,,,,
60634,60634,2075,Cities and Towns of Ancient India,"Insert map of ""Cities and Towns of Ancient India""",,,,,,,,,cartography,maps,,,,40581,,,40581,Cities Insert Map,,Studies in the Geography of Ancient and Medieval India,"Sircar, D.C.",© 1971 Shri Jainendra Press,,,1971,"Jawaharnagar, India",Shri Jainendra Press,,,,,,,
60635,60635,2075,Divisions and Territories of Ancient India,"Insert map of ""Divisions and Territories of Ancient India""",,,,,,,,,cartography,maps,,,,40581,,,40581,Divisions Insert Map,,Studies in the Geography of Ancient and Medieval India,"Sircar, D.C.",© 1971 Shri Jainendra Press,,,1971,"Jawaharnagar, India",Shri Jainendra Press,,,,,,,
60636,60636,2076,Woman with Panther,,,,France,Commissioned by Louis Cartier as a decoration for invitation cards to an exhibition of jewels in the salons at rue de la Paix. ,French,Art Nouveau,1914,"Barbier, Georges",painting (image-making),watercolor (paint),,"Cartier Archives, Paris",,40581,,,40581,13,,Cartier: The Tank Watch,"Cologni, Franco","© Flammarion and Cartier, 1998",,2-08013-633-6,1998,"Paris, France",Flammarion,,,,France,,,
60637,60637,2076,The historic Cartier-Jaeger agreement,"Reproduction of the contract between Louis and Pierre Cartier and Edmond Jaeger, by which Jaeger granted the Cartier brothers ""exclusive rights to his production of chronometers, watches with flat calibers and all new inventions."" ",,,France,,French,,"'March 21, 1907",,,,,,,40581,,,40581,18,,Cartier: The Tank Watch,"Cologni, Franco","© Flammarion and Cartier, 1998",,2-08013-633-6,1998,"Paris, France",Flammarion,,,,,,,
60638,60638,2076,Alberto Santos-Dumont,"Photographic portrait of Alberto Santos-Dumont with his airplane, La Demoiselle, in which he achieved the first officially monitored flight over a distance of more than a hundred meters. ",,,,,,,,unknown,photography,photographic prints ,,,,40581,,,40581,31,,Cartier: The Tank Watch,"Cologni, Franco","© Flammarion and Cartier, 1998",,2-08013-633-6,1998,"Paris, France",Flammarion,,,,,,,
60639,60639,2076,"Le canon de 280 camoufle, extrait de carnet 2","Translation: Gun 280, with camouflage,tanken from notebook 2",,,France,"Mare suggested that by painting artillery using Cubist techniques, the artillery could be camouflaged from visibility.",French,Modern,1916,"Mare, André ",drawing (image-making); watercolors (paintings),watercolor (paint),,,,40581,,,40581,45,,Cartier: The Tank Watch,"Cologni, Franco","© Flammarion and Cartier, 1998",,2-08013-633-6,1998,"Paris, France",Flammarion,,,,,,,
60640,60640,2076,Cartier Tank Watch,Detail from a blueprint for the first Tank watch by Cartier.,,,France,,French,Art Deco,1919,"Cartier, Louis",watch making,,,"Archives of Manufacture Jaeger-LeCoultre SA, Le Sentier, Switzerland",,40581,,,40581,47,,Cartier: The Tank Watch,"Cologni, Franco","© Flammarion and Cartier, 1998",,2-08013-633-6,1998,"Paris, France",Flammarion,,,,France,,,
60641,60641,2076,"""How today's Parisienne looks at her watch!""","Illustration which accompanied a fashion column titled ""How today's Parisienne looks at her watch!"" in L'Illustration",,,France,L'Illustration column dates to 17 December 1921,French,Modern,1921,"Sabattier, Louis",,,,,,40581,,,40581,59,,Cartier: The Tank Watch,"Cologni, Franco","© Flammarion and Cartier, 1998",,2-08013-633-6,1998,"Paris, France",Flammarion,,,,France,,,
60642,60642,2076,The Son of the Sheik,"Film still of Rudolph Valentino in ""The Son of the Sheik,"" shown breaking period style by wearing his Tank Cartier watch. ",,,United States,Fitzmaurice was born in Paris and is of French-Dutch ancestry; he became an American in the early twentieth century.,American,Modern,1926,"Fitzmaurice, George (1885-1940)",filmmaking,,,,,40581,,,40581,88,,Cartier: The Tank Watch,"Cologni, Franco","© Flammarion and Cartier, 1998",,2-08013-633-6,1998,"Paris, France",Flammarion,,,,United States,,,
60643,60643,2076,Cartier Tank Watch,Detail of the Tank in satin-finish yellow gold with two guichets (hour and minute apertures). ,,,France,This particular watch was owned by the Maharajah of Patiala. ,French,Art Deco,1919,"Cartier, Louis",watch making,,,,,40581,,,40581,90,,Cartier: The Tank Watch,"Cologni, Franco","© Flammarion and Cartier, 1998",,2-08013-633-6,1998,"Paris, France",Flammarion,,,,France,,,
60644,60644,2076,Cartier Announcement Concerning Counterfeit Watches,"An announcement from the immense worldwide information campaign alerting the public to the dangers of forgery, setting out numerous legal judgments confirming Cartier's exclusive rights to the Cartier name and production.",,,France,,French,Contemporary,1976,Cartier,graphic arts,,,Cartier New York Archives,,40581,,,40581,147,,Cartier: The Tank Watch,"Cologni, Franco","© Flammarion and Cartier, 1998",,2-08013-633-6,1998,"Paris, France",Flammarion,,,,,,,
60645,60645,2076,The Tank Française,A drawing by French courturier Jean-Charles de Castelbajac in response to the launch of the Tank Française.,,,France,The Tank Française was launched in Geneva on 15 April 1996.,French,Contemporary,1996,"Castelbajac, Jean-Charles de",drawing (image-making),,,,,40581,,,40581,176,,Cartier: The Tank Watch,"Cologni, Franco","© Flammarion and Cartier, 1998",,2-08013-633-6,1998,"Paris, France",Flammarion,,,,,,,
60646,60646,2076,Table of annual sales of Tank watches and other wristwatches made by the jeweler Cartier Paris between 1919 and 1969,,,,France,tables (documents),French,Modern,,Cartier,,,,,,40581,,,40581,243,,Cartier: The Tank Watch,"Cologni, Franco","© Flammarion and Cartier, 1998",,2-08013-633-6,1998,"Paris, France",Flammarion,,,,,,,
60647,60647,2077,Carte-de-visite of Edmonia Lewis,,,,United States,,American,,ca. 1870,"Rocher, Henry (b. 1824)",photography,albumen prints,9.2 x 5.24 cm ,"National Portrait Gallery, Smithsonian Institution, Washington, DC",,40581,,,40581,,1,Child of the Fire: Mary Edmonia Lewis and the Problem of Art History's Black and Indian Subject,"Buick, Kirsten Pai",© 2010 Duke University Press,,978-0-8223-4266-3,2010,"Durham, North Carolina",Duke University Press,,,,"Chicago, Illinois",,,
60648,60648,2077,Central Park Lincoln,,,,United States,,American,Neoclassical,1872,"Lewis, Edmonia",sculpture (visual work),marble (rock),99.1 x 31.8 x 29.2 cm,Anonymous collection,,40581,,,40581,,3L,Child of the Fire: Mary Edmonia Lewis and the Problem of Art History's Black and Indian Subject,"Buick, Kirsten Pai",© 2010 Duke University Press,,978-0-8223-4266-3,2010,"Durham, North Carolina",Duke University Press,,,,,,,
60649,60649,2077,Central Park Lincoln,"detail, caryatid as a male slave standing on a ball and chain and holding a broken manacle",,,United States,,American,Neoclassical,1872,"Lewis, Edmonia",sculpture (visual work),marble (rock),99.1 x 31.8 x 29.2 cm,Anonymous collection,,40581,,,40581,,3TR,Child of the Fire: Mary Edmonia Lewis and the Problem of Art History's Black and Indian Subject,"Buick, Kirsten Pai",© 2010 Duke University Press,,978-0-8223-4266-3,2010,"Durham, North Carolina",Duke University Press,,,,,,,
60650,60650,2077,Central Park Lincoln,"detail, caryatid as a male figure wearing the uniform of a Zouave soldier with rifle in hand",,,United States,,American,Neoclassical,1872,"Lewis, Edmonia",sculpture (visual work),marble (rock),99.1 x 31.8 x 29.2 cm,Anonymous collection,,40581,,,40581,,3BR,Child of the Fire: Mary Edmonia Lewis and the Problem of Art History's Black and Indian Subject,"Buick, Kirsten Pai",© 2010 Duke University Press,,978-0-8223-4266-3,2010,"Durham, North Carolina",Duke University Press,,,,,,,
60651,60651,2077,The Wooing of Hiawatha,,,,United States,,American,Neoclassical,1866,"Lewis, Edmonia",sculpture (visual work),marble (rock),61 x 38 x 38 cm ,Walter O. Evans Collection,,40581,,,40581,,10,Child of the Fire: Mary Edmonia Lewis and the Problem of Art History's Black and Indian Subject,"Buick, Kirsten Pai",© 2010 Duke University Press,,978-0-8223-4266-3,2010,"Durham, North Carolina",Duke University Press,,,,,,,
60652,60652,2077,Marriage of Hiawatha,,,,United States,,American,Neoclassical,1866,"Lewis, Edmonia",sculpture (visual work),marble (rock),h. 68.6 cm,Camille O. and William H. Cosby Jr. Collection,,40581,,,40581,,11,Child of the Fire: Mary Edmonia Lewis and the Problem of Art History's Black and Indian Subject,"Buick, Kirsten Pai",© 2010 Duke University Press,,978-0-8223-4266-3,2010,"Durham, North Carolina",Duke University Press,,,,,,,
60653,60653,2077,The Last of the Tribes,,,,United States,,American,Neoclassical,1876-1877,"Powers, Hiram",sculpture (visual work),marble (rock),168 x 57.8 x 81.3 cm,"Smithsonian American Art Museum, Washington, DC",,40581,,,40581,126,20,Child of the Fire: Mary Edmonia Lewis and the Problem of Art History's Black and Indian Subject,"Buick, Kirsten Pai",© 2010 Duke University Press,,978-0-8223-4266-3,2010,"Durham, North Carolina",Duke University Press,,,,,,,
60654,60654,2077,Hiawatha's Marriage,,,,United States,,American,Neoclassical,1871,"Lewis, Edmonia",sculpture (visual work),marble (rock),80 x 14 x 30.5 cm,"Cincinnati Art Museum, Cincinnati, Ohio",,40581,,,40581,126,21,Child of the Fire: Mary Edmonia Lewis and the Problem of Art History's Black and Indian Subject,"Buick, Kirsten Pai",© 2010 Duke University Press,,978-0-8223-4266-3,2010,"Durham, North Carolina",Duke University Press,,,,,,,
60655,60655,2077,Hiawatha's Wedding,,,,United States,,American,,1858,"Maurer, Louis",lithography,lithographs,50.5 x 60.2 cm,"Currier and Ives. Collection Muscatine Art Center, Muscatine, Iowa",,40581,,,40581,119,15,Child of the Fire: Mary Edmonia Lewis and the Problem of Art History's Black and Indian Subject,"Buick, Kirsten Pai",© 2010 Duke University Press,,978-0-8223-4266-3,2010,"Durham, North Carolina",Duke University Press,,,,,,,
60656,60656,2077,Hiawatha's Wooing,,,,United States,,American,,1860,"Maurer, Louis",lithography,lithographs,50.5 x 60.2 cm,"Currier and Ives. Museum of the City of New York, New York",,40581,,,40581,119,16,Child of the Fire: Mary Edmonia Lewis and the Problem of Art History's Black and Indian Subject,"Buick, Kirsten Pai",© 2010 Duke University Press,,978-0-8223-4266-3,2010,"Durham, North Carolina",Duke University Press,,,,,,,
60657,60657,2077,"Tuscarora Women at Luna Island, Niagara",,,,United States,,American,,1865,"Barker, George (1844-1894)",stereoscopic photography ,stereographs,8.9 x 17.8 cm,"Notman Photographic Archives, McCord Museum of Canadian History, Montreal, Canada",,40581,, ,40581,122,19,Child of the Fire: Mary Edmonia Lewis and the Problem of Art History's Black and Indian Subject,"Buick, Kirsten Pai",© 2010 Duke University Press,,978-0-8223-4266-3,2010,"Durham, North Carolina",Duke University Press,,,,"Niagara Falls, New York",,,
